Order Date,Ship Date,Ship Mode,Segment,City,State,Postal Code,Region,Category,Sub-Category,Product Name,Sales,Year,Month,Month_Name,Sales_log
2015-06-27,2015-07-01,Standard Class,Consumer,Southaven,Mississippi,38671.0,South,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,223.96,2015,6,Jun,5.4159226086223
2018-10-30,2018-11-02,First Class,Consumer,Seattle,Washington,98115.0,West,Furniture,Chairs,Novimex Fabric Task Chair,97.568,2018,10,Oct,4.590746665322367
2018-10-30,2018-11-02,First Class,Consumer,Seattle,Washington,98115.0,West,Furniture,Chairs,Global Super Steno Chair,614.272,2018,10,Oct,6.422064446453893
2018-10-30,2018-11-02,First Class,Consumer,Seattle,Washington,98115.0,West,Furniture,Bookcases,Bestar Classic Bookcase,199.98,2018,10,Oct,5.303205400620812
2017-09-03,2017-09-05,First Class,Corporate,Middletown,Connecticut,6457.0,East,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16â x 11â",48.16,2017,9,Sep,3.895080284697834
2016-03-05,2016-03-09,Standard Class,Consumer,New Castle,Indiana,47362.0,Central,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,23.92,2016,3,Mar,3.2156706939192525
2016-03-05,2016-03-09,Standard Class,Consumer,New Castle,Indiana,47362.0,Central,Office Supplies,Appliances,Staple holder,60.69,2016,3,Mar,4.122121843221548
2017-05-05,2017-05-08,First Class,Corporate,Murfreesboro,Tennessee,37130.0,South,Office Supplies,Paper,Xerox 1965,14.352,2017,5,May,2.731245758705399
2018-11-17,2018-11-23,Standard Class,Consumer,Salem,Virginia,24153.0,South,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner,35.04,2018,11,Nov,3.584629432740137
2018-06-01,2018-06-05,Second Class,Corporate,Toledo,Ohio,43615.0,East,Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",17.48,2018,6,Jun,2.916689066213538
2018-06-10,2018-06-13,First Class,Consumer,Los Angeles,California,90032.0,West,Office Supplies,Art,Newell 351,16.4,2018,6,Jun,2.856470206220483
2018-01-08,2018-01-11,First Class,Corporate,Seattle,Washington,98115.0,West,Furniture,Tables,Balt Solid Wood Round Tables,892.98,2018,1,Jan,6.795683403558618
2016-04-20,2016-04-25,Standard Class,Corporate,Columbus,Georgia,31907.0,South,Technology,Phones,Pyle PMP37LED,287.97,2016,4,Apr,5.666322876495819
2016-04-20,2016-04-25,Standard Class,Corporate,Columbus,Georgia,31907.0,South,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",595.38,2016,4,Apr,6.390878047787711
2016-04-20,2016-04-25,Standard Class,Corporate,Columbus,Georgia,31907.0,South,Office Supplies,Paper,Xerox 2,12.96,2016,4,Apr,2.6361960973342264
2016-11-01,2016-11-06,Standard Class,Corporate,New York City,New York,10009.0,East,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,4.95,2016,11,Nov,1.7833912195575383
2018-12-23,2018-12-27,Standard Class,Corporate,Middletown,Connecticut,6457.0,East,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",181.95,2018,12,Dec,5.209212891465215
2016-11-01,2016-11-05,Standard Class,Consumer,New York City,New York,10011.0,East,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,13.52,2016,11,Nov,2.67552700939665
2016-11-01,2016-11-05,Standard Class,Consumer,New York City,New York,10011.0,East,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",259.7,2016,11,Nov,5.563370320939456
2016-11-01,2016-11-05,Standard Class,Consumer,New York City,New York,10011.0,East,Technology,Phones,Plantronics MX500i Earset,42.95,2016,11,Nov,3.783052624131186
2016-11-01,2016-11-05,Standard Class,Consumer,New York City,New York,10011.0,East,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,1399.93,2016,11,Nov,7.244891580777543
2016-11-01,2016-11-05,Standard Class,Consumer,New York City,New York,10011.0,East,Technology,Phones,Xblue XB-1670-86 X16 SmallÂ Office TelephoneÂ - Titanium,503.96,2016,11,Nov,6.224479218217454
2015-11-14,2015-11-18,Standard Class,Consumer,Midland,Michigan,48640.0,Central,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,12.72,2015,11,Nov,2.6188546222977394
2015-11-14,2015-11-18,Standard Class,Consumer,Midland,Michigan,48640.0,Central,Office Supplies,Binders,Avery Durable Binders,11.52,2015,11,Nov,2.5273273656719524
2017-01-17,2017-01-21,Standard Class,Corporate,Columbus,Georgia,31907.0,South,Technology,Accessories,First Data FD10 PIN Pad,316.0,2017,1,Jan,5.75890177387728
2018-09-17,2018-09-22,Second Class,Home Office,Roswell,Georgia,30076.0,South,Furniture,Chairs,Global Ergonomic Managers Chair,723.92,2018,9,Sep,6.58606130393865
2018-09-17,2018-09-22,Second Class,Home Office,Roswell,Georgia,30076.0,South,Office Supplies,Paper,Easy-staple paper,106.32,2018,9,Sep,4.675815025557423
2017-12-23,2017-12-24,First Class,Corporate,Chicago,Illinois,60623.0,Central,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",141.372,2017,12,Dec,4.9584433504303345
2016-08-06,2016-08-08,First Class,Corporate,Houston,Texas,77041.0,Central,Office Supplies,Paper,Xerox 188,27.216,2016,8,Aug,3.339889192933751
2018-11-05,2018-11-09,Standard Class,Consumer,New York City,New York,10009.0,East,Technology,Accessories,Enermax Aurora Lite Keyboard,390.75,2018,11,Nov,5.97062388123613
2018-06-11,2018-06-12,First Class,Home Office,Peoria,Arizona,85345.0,West,Furniture,Chairs,Global Leather Executive Chair,280.792,2018,6,Jun,5.641169210133288
2018-06-11,2018-06-12,First Class,Home Office,Peoria,Arizona,85345.0,West,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",68.448,2018,6,Jun,4.240578271089507
2018-06-11,2018-06-12,First Class,Home Office,Peoria,Arizona,85345.0,West,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,88.04,2018,6,Jun,4.489085706967289
2018-06-11,2018-06-12,First Class,Home Office,Peoria,Arizona,85345.0,West,Office Supplies,Art,Newell 319,15.872,2018,6,Jun,2.8256554431764735
2018-06-11,2018-06-12,First Class,Home Office,Peoria,Arizona,85345.0,West,Office Supplies,Storage,Fellowes Officeware Wire Shelving,215.592,2018,6,Jun,5.378015399443431
2018-07-20,2018-07-25,Standard Class,Corporate,Sioux Falls,South Dakota,57103.0,Central,Office Supplies,Labels,Avery 486,14.62,2018,7,Jul,2.7485521444115397
2018-07-20,2018-07-25,Standard Class,Corporate,Sioux Falls,South Dakota,57103.0,Central,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",416.32,2018,7,Jul,6.033853313599769
2018-07-20,2018-07-25,Standard Class,Corporate,Sioux Falls,South Dakota,57103.0,Central,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,43.0,2018,7,Jul,3.784189633918261
2018-07-20,2018-07-25,Standard Class,Corporate,Sioux Falls,South Dakota,57103.0,Central,Furniture,Chairs,Novimex Fabric Task Chair,182.94,2018,7,Jul,5.214609617474552
2018-07-20,2018-07-25,Standard Class,Corporate,Sioux Falls,South Dakota,57103.0,Central,Office Supplies,Binders,Cardinal Slant-D Ring Binders,60.83,2018,7,Jul,4.124388683570477
2018-07-20,2018-07-25,Standard Class,Corporate,Sioux Falls,South Dakota,57103.0,Central,Technology,Accessories,Logitech G35 7.1-Channel Surround Sound Headset,389.97,2018,7,Jul,5.9686308306990385
2016-12-23,2016-12-26,First Class,Consumer,Richmond,Virginia,23223.0,South,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,194.32,2016,12,Dec,5.274639239193459
2018-03-20,2018-03-24,Standard Class,Corporate,Seattle,Washington,98115.0,West,Technology,Accessories,ImationÂ SecureÂ DriveÂ + Hardware Encrypted USBÂ flash driveÂ - 16 GB,265.93,2018,3,Mar,5.586986451742444
2016-12-31,2017-01-03,Second Class,Corporate,Henderson,Kentucky,42420.0,South,Office Supplies,Binders,Tuf-Vin Binders,94.74,2016,12,Dec,4.561636183964363
2016-12-31,2017-01-03,Second Class,Corporate,Henderson,Kentucky,42420.0,South,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",60.64,2016,12,Dec,4.121311010451915
2016-12-31,2017-01-03,Second Class,Corporate,Henderson,Kentucky,42420.0,South,Office Supplies,Binders,Aluminum Screw Posts,76.3,2016,12,Dec,4.3476939555933765
2016-12-31,2017-01-03,Second Class,Corporate,Henderson,Kentucky,42420.0,South,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,364.8,2016,12,Dec,5.9020867359567655
2016-09-15,2016-09-19,Second Class,Corporate,New York City,New York,10035.0,East,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,79.872,2016,9,Sep,4.392867657851756
2016-09-15,2016-09-19,Second Class,Corporate,New York City,New York,10035.0,East,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",46.384,2016,9,Sep,3.8582846189746642
2016-09-15,2016-09-19,Second Class,Corporate,New York City,New York,10035.0,East,Office Supplies,Paper,Xerox 1967,12.96,2016,9,Sep,2.6361960973342264
2018-09-23,2018-09-26,First Class,Home Office,Fort Collins,Colorado,80525.0,West,Office Supplies,Envelopes,Wausau Papers Astrobrights Colored Envelopes,14.352,2018,9,Sep,2.731245758705399
2016-12-25,2016-12-29,Standard Class,Corporate,Philadelphia,Pennsylvania,19140.0,East,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,547.136,2016,12,Dec,6.306523431340131
2017-09-24,2017-09-26,Second Class,Corporate,Los Angeles,California,90004.0,West,Office Supplies,Storage,"Tennsco Lockers, Gray",41.96,2017,9,Sep,3.7602694502006093
2017-09-24,2017-09-26,Second Class,Corporate,Los Angeles,California,90004.0,West,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",41.7,2017,9,Sep,3.754198920234579
2018-03-21,2018-03-25,Standard Class,Consumer,Lafayette,Indiana,47905.0,Central,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",277.4,2018,3,Mar,5.629058928460265
2018-03-21,2018-03-25,Standard Class,Consumer,Lafayette,Indiana,47905.0,Central,Office Supplies,Paper,Xerox 196,5.78,2018,3,Mar,1.9139771019523042
2015-09-30,2015-10-04,Standard Class,Consumer,Clarksville,Tennessee,37042.0,South,Office Supplies,Appliances,Holmes Odor Grabber,69.216,2015,9,Sep,4.251576205289816
2018-12-10,2018-12-10,Same Day,Consumer,Fairfield,Connecticut,6824.0,East,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,10.86,2018,12,Dec,2.4731713935695794
2018-12-10,2018-12-10,Same Day,Consumer,Fairfield,Connecticut,6824.0,East,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,426.79,2018,12,Dec,6.058632420966027
2015-08-23,2015-08-23,Same Day,Consumer,New York City,New York,10009.0,East,Office Supplies,Paper,Xerox 1994,25.92,2015,8,Aug,3.2928695047765273
2015-08-23,2015-08-23,Same Day,Consumer,New York City,New York,10009.0,East,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,45.92,2015,8,Aug,3.848444023785275
2015-08-19,2015-08-24,Standard Class,Consumer,Columbus,Ohio,43229.0,East,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,10.72,2015,8,Aug,2.4612967841488667
2017-11-10,2017-11-15,Standard Class,Consumer,Warner Robins,Georgia,31088.0,South,Office Supplies,Art,Newell 315,41.86,2017,11,Nov,3.7579389900454307
2015-12-31,2016-01-03,First Class,Home Office,Franklin,Massachusetts,2038.0,East,Furniture,Furnishings,Nu-Dell Executive Frame,63.2,2015,12,Dec,4.162003210695915
2015-12-31,2016-01-03,First Class,Home Office,Franklin,Massachusetts,2038.0,East,Technology,Accessories,ImationÂ SecureÂ DriveÂ + Hardware Encrypted USBÂ flash driveÂ - 16 GB,113.97,2015,12,Dec,4.744671224765649
2015-07-26,2015-07-30,Second Class,Consumer,Chicago,Illinois,60623.0,Central,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",123.552,2015,7,Jul,4.824723299387373
2017-02-22,2017-02-28,Standard Class,Home Office,Milwaukee,Wisconsin,53209.0,Central,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,490.32,2017,2,Feb,6.197095646670894
2017-03-13,2017-03-18,Standard Class,Consumer,San Antonio,Texas,78207.0,Central,Office Supplies,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",70.08,2017,3,Mar,4.263806003286451
2017-03-13,2017-03-18,Standard Class,Consumer,San Antonio,Texas,78207.0,Central,Office Supplies,Binders,Insertable Tab Indexes For Data Binders,1.272,2017,3,Mar,0.820660500858905
2017-03-13,2017-03-18,Standard Class,Consumer,San Antonio,Texas,78207.0,Central,Furniture,Tables,Hon Non-Folding Utility Tables,557.585,2017,3,Mar,6.325406800304131
2018-12-02,2018-12-03,Same Day,Corporate,Los Angeles,California,90032.0,West,Office Supplies,Binders,3-ring staple pack,9.024,2018,12,Dec,2.3049822175937673
2018-12-02,2018-12-03,Same Day,Corporate,Los Angeles,California,90032.0,West,Office Supplies,Binders,Satellite Sectional Post Binders,69.456,2018,12,Dec,4.254988401503159
2018-12-02,2018-12-03,Same Day,Corporate,Los Angeles,California,90032.0,West,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",10.86,2018,12,Dec,2.4731713935695794
2018-12-02,2018-12-03,Same Day,Corporate,Los Angeles,California,90032.0,West,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,79.47,2018,12,Dec,4.387884444158042
2018-12-02,2018-12-03,Same Day,Corporate,Los Angeles,California,90032.0,West,Office Supplies,Art,Prang Dustless Chalk Sticks,10.08,2018,12,Dec,2.405141681319138
2016-08-31,2016-09-02,First Class,Corporate,San Francisco,California,94122.0,West,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1552.831,2016,8,Aug,7.348478773404956
2016-08-31,2016-09-02,First Class,Corporate,San Francisco,California,94122.0,West,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,137.24,2016,8,Aug,4.928991305055746
2016-08-31,2016-09-02,First Class,Corporate,San Francisco,California,94122.0,West,Technology,Accessories,Memorex Micro Travel Drive 32 GB,36.51,2016,8,Aug,3.624607564093796
2016-08-31,2016-09-02,First Class,Corporate,San Francisco,California,94122.0,West,Technology,Machines,Lexmark S315 Color Inkjet Printer,239.976,2016,8,Aug,5.484697343469493
2015-03-17,2015-03-21,Standard Class,Corporate,New York City,New York,10024.0,East,Furniture,Tables,Bretford Rectangular Conference Table Tops,1579.746,2015,3,Mar,7.365652166491111
2015-03-17,2015-03-21,Standard Class,Corporate,New York City,New York,10024.0,East,Furniture,Tables,Balt Solid Wood Round Tables,1071.576,2015,3,Mar,6.977818510762408
2015-03-17,2015-03-21,Standard Class,Corporate,New York City,New York,10024.0,East,Furniture,Tables,"Hon 30"" x 60"" Table with Locking Drawer",613.908,2015,3,Mar,6.42147266312036
2015-03-17,2015-03-21,Standard Class,Corporate,New York City,New York,10024.0,East,Office Supplies,Paper,Xerox 1926,34.86,2015,3,Mar,3.5796224681769866
2015-03-17,2015-03-21,Standard Class,Corporate,New York City,New York,10024.0,East,Office Supplies,Paper,Xerox 1918,155.04,2015,3,Mar,5.050112384638456
2018-04-16,2018-04-20,Standard Class,Consumer,Columbus,Ohio,43229.0,East,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,13.71,2018,4,Apr,2.688527534613346
2017-03-13,2017-03-18,Standard Class,Home Office,Waynesboro,Virginia,22980.0,South,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",127.88,2017,3,Mar,4.858881738868719
2017-03-13,2017-03-18,Standard Class,Home Office,Waynesboro,Virginia,22980.0,South,Office Supplies,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",160.32,2017,3,Mar,5.083389970005167
2017-03-13,2017-03-18,Standard Class,Home Office,Waynesboro,Virginia,22980.0,South,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,46.0,2017,3,Mar,3.8501476017100584
2015-11-24,2015-11-26,Second Class,Consumer,Sacramento,California,95823.0,West,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",120.712,2015,11,Nov,4.801657598254946
2018-02-10,2018-02-13,First Class,Consumer,Clinton,Maryland,20735.0,East,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),23.12,2018,2,Feb,3.1830413718589847
2017-09-23,2017-09-27,Standard Class,Corporate,Fairfield,Ohio,45014.0,East,Furniture,Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",532.704,2017,9,Sep,6.279841378159105
2017-09-23,2017-09-27,Standard Class,Corporate,Fairfield,Ohio,45014.0,East,Office Supplies,Art,"Dixon Ticonderoga Maple Cedar Pencil, #2",4.912,2017,9,Sep,1.7769841836459006
2018-07-07,2018-07-09,Second Class,Corporate,Warwick,Rhode Island,2886.0,East,Technology,Accessories,Hypercom P1300 Pinpad,252.0,2018,7,Jul,5.53338948872752
2017-07-07,2017-07-11,Second Class,Corporate,Aurora,Illinois,60505.0,Central,Furniture,Furnishings,Flat Face Poster Frame,60.288,2017,7,Jul,4.11558406521452
2017-07-07,2017-07-11,Second Class,Corporate,Aurora,Illinois,60505.0,Central,Office Supplies,Fasteners,Acco Hot Clips Clips to Go,2.632,2017,7,Jul,1.2897834607390468
2017-07-07,2017-07-11,Second Class,Corporate,Aurora,Illinois,60505.0,Central,Office Supplies,Paper,Tops Wirebound Message Log Books,23.688,2017,7,Jul,3.206317295620805
2017-07-07,2017-07-11,Second Class,Corporate,Aurora,Illinois,60505.0,Central,Furniture,Chairs,Global Ergonomic Managers Chair,253.372,2017,7,Jul,5.538797762515521
2018-01-24,2018-01-30,Standard Class,Consumer,Smyrna,Georgia,30080.0,South,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,5.67,2018,1,Jan,1.8976198599275322
2015-08-19,2015-08-21,Second Class,Consumer,Columbus,Ohio,43229.0,East,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,76.776,2015,8,Aug,4.353832900303099
2015-08-19,2015-08-21,Second Class,Consumer,Columbus,Ohio,43229.0,East,Office Supplies,Supplies,Acme Kleencut Forged Steel Scissors,9.184,2015,8,Aug,2.3208178612551054
2016-12-06,2016-12-11,Standard Class,Home Office,Thousand Oaks,California,91360.0,West,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",32.75,2016,12,Dec,3.518980417318539
2017-05-06,2017-05-10,Standard Class,Home Office,Lorain,Ohio,44052.0,East,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,7.216,2017,5,May,2.106083472626257
2017-05-06,2017-05-10,Standard Class,Home Office,Lorain,Ohio,44052.0,East,Office Supplies,Paper,Xerox 1951,49.568,2017,5,May,3.9233189651699973
2017-05-06,2017-05-10,Standard Class,Home Office,Lorain,Ohio,44052.0,East,Furniture,Furnishings,DAX Solid Wood Frames,54.712,2017,5,May,4.020195563585778
2018-03-25,2018-03-26,First Class,Consumer,Fresno,California,93727.0,West,Office Supplies,Appliances,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,176.04,2018,3,Mar,5.176375695742794
2018-03-25,2018-03-26,First Class,Consumer,Fresno,California,93727.0,West,Office Supplies,Art,Staples in misc. colors,16.02,2018,3,Mar,2.834389123145228
2018-03-25,2018-03-26,First Class,Consumer,Fresno,California,93727.0,West,Office Supplies,Binders,Avery Arch Ring Binders,185.92,2018,3,Mar,5.230680717832225
2018-03-25,2018-03-26,First Class,Consumer,Fresno,California,93727.0,West,Technology,Phones,Clearsounds A400,211.168,2018,3,Mar,5.357378413677241
2018-03-25,2018-03-26,First Class,Consumer,Fresno,California,93727.0,West,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,479.984,2018,3,Mar,6.175834005519237
2016-12-12,2016-12-15,First Class,Consumer,San Diego,California,92105.0,West,Office Supplies,Fasteners,Staples,7.86,2016,12,Dec,2.1815467646169897
2016-12-12,2016-12-15,First Class,Consumer,San Diego,California,92105.0,West,Office Supplies,Binders,Recycled Premium Regency Composition Covers,24.448,2016,12,Dec,3.236637154446843
2016-12-06,2016-12-10,Standard Class,Consumer,New York City,New York,10009.0,East,Office Supplies,Paper,Xerox 219,6.48,2016,12,Dec,2.012232791986386
2016-12-06,2016-12-10,Standard Class,Consumer,New York City,New York,10009.0,East,Office Supplies,Paper,Xerox 1903,41.86,2016,12,Dec,3.7579389900454307
2016-12-06,2016-12-10,Standard Class,Consumer,New York City,New York,10009.0,East,Technology,Accessories,LogitechÂ VX Revolution Cordless Laser Mouse for Notebooks (Black),1619.91,2016,12,Dec,7.390742998911154
2016-12-06,2016-12-10,Standard Class,Consumer,New York City,New York,10009.0,East,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",113.92,2016,12,Dec,4.744236234111089
2017-03-17,2017-03-23,Standard Class,Consumer,Malden,Massachusetts,2148.0,East,Office Supplies,Art,Newell 345,39.68,2017,3,Mar,3.7057365711803594
2016-11-14,2016-11-19,Standard Class,Corporate,New York City,New York,10035.0,East,Technology,Accessories,ImationÂ Clip USBÂ flash driveÂ - 8 GB,37.6,2016,11,Nov,3.653252276470785
2016-11-14,2016-11-19,Standard Class,Corporate,New York City,New York,10035.0,East,Technology,Accessories,ImationÂ 32GB Pocket Pro USB 3.0Â Flash DriveÂ - 32 GB - Black - 1 P ...,59.9,2016,11,Nov,4.109233174715851
2016-11-14,2016-11-19,Standard Class,Corporate,New York City,New York,10035.0,East,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",37.0,2016,11,Nov,3.6375861597263857
2018-08-14,2018-08-16,Second Class,Consumer,San Francisco,California,94109.0,West,Office Supplies,Labels,Avery File Folder Labels,5.76,2018,8,Aug,1.9110228900548727
2018-08-14,2018-08-16,Second Class,Consumer,San Francisco,California,94109.0,West,Office Supplies,Art,Newell 318,16.68,2018,8,Aug,2.8724340572094973
2018-09-09,2018-09-15,Standard Class,Corporate,Florence,South Carolina,29501.0,South,Office Supplies,Storage,Fellowes Officeware Wire Shelving,628.81,2018,9,Sep,6.445418186597395
2018-09-09,2018-09-15,Standard Class,Corporate,Florence,South Carolina,29501.0,South,Office Supplies,Storage,X-Rack File for Hanging Folders,56.45,2018,9,Sep,4.050915004294764
2018-04-01,2018-04-04,Second Class,Consumer,Springfield,Missouri,65807.0,Central,Office Supplies,Storage,Hanging Personal Folder File,94.2,2018,4,Apr,4.55597994179732
2018-04-01,2018-04-04,Second Class,Consumer,Springfield,Missouri,65807.0,Central,Office Supplies,Envelopes,Staple envelope,28.4,2018,4,Apr,3.380994674344636
2017-09-27,2017-10-03,Standard Class,Corporate,Huntsville,Texas,77340.0,Central,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,956.6648,2017,9,Sep,6.864497821127241
2018-10-07,2018-10-11,Standard Class,Consumer,Los Angeles,California,90045.0,West,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,1115.91,2018,10,Oct,7.018321222859731
2018-10-07,2018-10-11,Standard Class,Consumer,Los Angeles,California,90045.0,West,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,128.744,2018,10,Oct,4.865563278202202
2018-10-07,2018-10-11,Standard Class,Consumer,Los Angeles,California,90045.0,West,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",79.92,2018,10,Oct,4.393461012299545
2018-01-20,2018-01-25,Standard Class,Consumer,San Francisco,California,94122.0,West,Office Supplies,Art,Staples in misc. colors,24.2,2018,1,Jan,3.2268439945173775
2018-01-20,2018-01-25,Standard Class,Consumer,San Francisco,California,94122.0,West,Technology,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,359.976,2018,1,Jan,5.888811474128396
2018-03-23,2018-03-25,First Class,Home Office,San Francisco,California,94122.0,West,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,211.84,2018,3,Mar,5.360540709728169
2015-08-01,2015-08-06,Standard Class,Home Office,Philadelphia,Pennsylvania,19120.0,East,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",5.68,2015,8,Aug,1.8991179875485542
2016-06-07,2016-06-09,Second Class,Corporate,Los Angeles,California,90036.0,West,Office Supplies,Binders,3-ring staple pack,7.52,2016,6,Jun,2.1424163408412245
2015-11-12,2015-11-16,Standard Class,Consumer,Los Angeles,California,90045.0,West,Office Supplies,Paper,Xerox 1974,11.96,2015,11,Nov,2.561867690924129
2015-11-12,2015-11-16,Standard Class,Consumer,Los Angeles,California,90045.0,West,Furniture,Tables,Bevis Boat-Shaped Conference Table,629.064,2015,11,Nov,6.4458214015275255
2017-12-29,2018-01-02,Standard Class,Consumer,Milwaukee,Wisconsin,53209.0,Central,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",754.45,2017,12,Dec,6.62731359818585
2016-07-06,2016-07-11,Standard Class,Home Office,Holyoke,Massachusetts,1040.0,East,Furniture,Bookcases,Bush Mission Pointe Library,301.96,2016,7,Jul,5.713600783593539
2018-10-12,2018-10-18,Standard Class,Corporate,Albuquerque,New Mexico,87105.0,West,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,595.0,2018,10,Oct,6.39024066706535
2018-10-12,2018-10-18,Standard Class,Corporate,Albuquerque,New Mexico,87105.0,West,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,79.872,2018,10,Oct,4.392867657851756
2017-05-21,2017-05-28,Standard Class,Corporate,Sparks,Nevada,89431.0,West,Technology,Machines,Panasonic KX MB2061 Multifunction Printer,2396.4,2017,5,May,7.782140095772999
2018-11-09,2018-11-14,Standard Class,Corporate,Coachella,California,92236.0,West,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",63.56,2018,11,Nov,4.1675950239616935
2018-11-09,2018-11-14,Standard Class,Corporate,Coachella,California,92236.0,West,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,99.99,2018,11,Nov,4.6150215020384655
2017-04-18,2017-04-23,Standard Class,Home Office,Elmhurst,Illinois,60126.0,Central,Office Supplies,Storage,Safco Industrial Wire Shelving,230.376,2017,4,Apr,5.444044092872437
2017-04-18,2017-04-23,Standard Class,Home Office,Elmhurst,Illinois,60126.0,Central,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4â x 11â",9.664,2017,4,Apr,2.3668735828764076
2018-12-25,2018-12-30,Standard Class,Consumer,Fairfield,Ohio,45014.0,East,Technology,Accessories,Maxell 4.7GB DVD-R,158.928,2018,12,Dec,5.074723713953442
2018-12-25,2018-12-30,Standard Class,Consumer,Fairfield,Ohio,45014.0,East,Office Supplies,Binders,Satellite Sectional Post Binders,13.023,2018,12,Dec,2.640698838744514
2018-12-25,2018-12-30,Standard Class,Consumer,Fairfield,Ohio,45014.0,East,Furniture,Tables,Hon Rectangular Conference Tables,273.06,2018,12,Dec,5.613347060518055
